tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	358	0	live	AQP1	AQP-CHIP, CHIP28, CO	aquaporin 1 (Colton blood group)	aquaporin-1|Colton blood group antigen|aquaporin 1 (channel-forming integral protein, 28kDa, CO blood group)|aquaporin 1, Colton blood group antigen|aquaporin-CHIP|bloodgroup CO protein|channel-like integral membrane protein of 28 kDa|channel-like integral membrane protein, 28-kDa|urine water channel|water channel protein for red blood cells and kidney proximal tubule	7p14.3	7	NC_000007.14	30911853	30925516	plus	4	107776	
9606	Homo sapiens	6403	0	live	SELP	CD62, CD62P, GMP140, GRMP, LECAM3, PADGEM, PSEL	selectin P	P-selectin|CD62 antigen-like family member P|GMP-140|granule membrane protein 140|granule membrane protein 140kDa|granulocyte membrane protein|leukocyte-endothelial cell adhesion molecule 3|platelet activation dependent granule-external membrane protein|platelet activation-dependent granule to external membrane protein|platelet alpha-granule membrane protein|selectin P (granule membrane protein 140kDa, antigen CD62)	1q24.2	1	NC_000001.11	169588849	169630124	minus	17	173610	
9606	Homo sapiens	6786	0	live	STIM1	D11S4896E, GOK, IMD10, STRMK, TAM, TAM1	stromal interaction molecule 1	stromal interaction molecule 1	11p15.4	11	NC_000011.10	3854604	4093210	plus	17	605921	
9606	Homo sapiens	57817	0	live	HAMP	HEPC, HFE2B, LEAP1, PLTR	hepcidin antimicrobial peptide	hepcidin|hepcidin preproprotein|liver-expressed antimicrobial peptide 1|putative liver tumor regressor	19q13.12	19	NC_000019.10	35282528	35285143	plus	3	606464	
9606	Homo sapiens	7345	0	live	UCHL1	HEL-117, HEL-S-53, NDGOA, PARK5, PGP 9.5, PGP9.5, PGP95, SPG79, SPG79A, UCHL-1, Uch-L1	ubiquitin C-terminal hydrolase L1	ubiquitin carboxyl-terminal hydrolase isozyme L1|epididymis luminal protein 117|epididymis secretory protein Li 53|neuron cytoplasmic protein 9.5|ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase)|ubiquitin thioesterase L1|ubiquitin thiolesterase	4p13	4	NC_000004.12	41256928	41268455	plus	9	191342	
9606	Homo sapiens	3939	0	live	LDHA	GSD11, HEL-S-133P, LDHM, PIG19	lactate dehydrogenase A	L-lactate dehydrogenase A chain|LDH muscle subunit|LDH-A|LDH-M|cell proliferation-inducing gene 19 protein|epididymis secretory sperm binding protein Li 133P|lactate dehydrogenase M|proliferation-inducing gene 19|renal carcinoma antigen NY-REN-59	11p15.1	11	NC_000011.10	18394563	18408425	plus	9	150000	
9606	Homo sapiens	23410	0	live	SIRT3	SIR2L3	sirtuin 3	NAD-dependent protein deacetylase sirtuin-3, mitochondrial|NAD-dependent deacetylase sirtuin-3, mitochondrial|NAD-dependent protein delactylase sirtuin-3|SIR2-like protein 3|mitochondrial nicotinamide adenine dinucleotide-dependent deacetylase|regulatory protein SIR2 homolog 3|silent mating type information regulation 2, S.cerevisiae, homolog 3|sir2-like 3|sirtuin type 3	11p15.5	11	NC_000011.10	215030	236931	minus	10	604481	
9606	Homo sapiens	3397	0	live	ID1	ID, bHLHb24	inhibitor of DNA binding 1	DNA-binding protein inhibitor ID-1|class B basic helix-loop-helix protein 24|dJ857M17.1.2 (inhibitor of DNA binding 1, dominant negative helix-loop-helix protein)|inhibitor of DNA binding 1, HLH protein|inhibitor of DNA binding 1, dominant negative helix-loop-helix protein|inhibitor of differentiation 1	20q11.21	20	NC_000020.11	31605289	31606510	plus	1	600349	
9606	Homo sapiens	3673	0	live	ITGA2	BR, CD49B, FMAIT3, GPIa, HPA-5, VLA-2, VLAA2	integrin subunit alpha 2	integrin alpha-2|CD49 antigen-like family member B|alpha 2 integrin|alpha 2 subunit of VLA-2 receptor|collagen receptor|glycoprotein Ia|human platelet alloantigen 5|human platelet alloantigen system 5|integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)|platelet antigen Br|platelet glycoprotein GPIa|platelet membrane glycoprotein Ia|very late activation protein 2 receptor, alpha-2 subunit|very late activation receptor alpha-2 subunit|very late activation receptor subunit alpha-2	5q11.2	5	NC_000005.10	52989352	53094779	plus	30	192974	
9606	Homo sapiens	4322	0	live	MMP13	CLG3, MANDP1, MDST, MMP-13	matrix metallopeptidase 13	collagenase 3|matrix metalloproteinase 13 (collagenase 3)	11q22.2	11	NC_000011.10	102942995	102955732	minus	10	600108	
9606	Homo sapiens	7534	0	live	YWHAZ	14-3-3-zeta, HEL-S-3, HEL-S-93, HEL4, KCIP-1, POPCHAS, YWHAD	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta	14-3-3 protein zeta/delta|14-3-3 delta|14-3-3 protein/cytosolic phospholipase A2|14-3-3 zeta|epididymis luminal protein 4|epididymis secretory protein Li 3|epididymis secretory protein Li 93|phospholipase A2|protein kinase C inhibitor protein-1|tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, delta polypeptide|tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide|tyrosine 3/tryptophan 5 -monooxygenase activation protein, zeta polypeptide	8q22.3	8	NC_000008.11	100916523	100953382	minus	10	601288	
9606	Homo sapiens	7507	0	live	XPA	XP1C, XPA	XPA, DNA damage recognition and repair factor	DNA repair protein complementing XP-A cells|xeroderma pigmentosum group A-complementing protein|xeroderma pigmentosum, complementation group A	9q22.33	9	NC_000009.12	97654398	97697340	minus	9	611153	
9606	Homo sapiens	27250	0	live	PDCD4	H731	programmed cell death 4	programmed cell death protein 4|neoplastic transformation inhibitor protein|nuclear antigen H731|programmed cell death 4 (neoplastic transformation inhibitor)|protein 197/15a	10q25.2	10	NC_000010.11	110871928	110900006	plus	13	608610	
9606	Homo sapiens	361	0	live	AQP4	MIWC, MLC4, WCH4, hAQP4	aquaporin 4	aquaporin-4|aquaporin type4|mercurial-insensitive water channel	18q11.2	18	NC_000018.10	26852038	26865803	minus	5	600308	
9606	Homo sapiens	4092	0	live	SMAD7	CRCS3, MADH7, MADH8	SMAD family member 7	SMAD family member 7|mothers against decapentaplegic homolog 7|MAD (mothers against decapentaplegic, Drosophila) homolog 7|MAD homolog 8|Mothers against decapentaplegic, drosophila, homolog of, 7|SMAD, mothers against DPP homolog 7|hSMAD7|mothers against DPP homolog 8	18q21.1	18	NC_000018.10	48919853	48950965	minus	5	602932	
9606	Homo sapiens	6868	0	live	ADAM17	ADAM18, CD156B, CSVP, HYPT16, NISBD, NISBD1, TACE	ADAM metallopeptidase domain 17	disintegrin and metalloproteinase domain-containing protein 17|ADAM metallopeptidase domain 18|TNF-alpha convertase|TNF-alpha convertase enzyme|TNF-alpha converting enzyme|a disintegrin and metalloproteinase 17|cartilage snake venom-like protease|snake venom-like protease|tumor necrosis factor, alpha, converting enzyme	2p25.1	2	NC_000002.12	9488486	9555830	minus	21	603639	
9606	Homo sapiens	3418	0	live	IDH2	D2HGA2, ICD-M, IDH, IDH-2, IDHM, IDP, IDPM, mNADP-IDH	isocitrate dehydrogenase (NADP(+)) 2	isocitrate dehydrogenase [NADP], mitochondrial|NADP(+)-specific ICDH|isocitrate dehydrogenase (NADP(+)) 2, mitochondrial|isocitrate dehydrogenase 2 (NADP+), mitochondrial|oxalosuccinate decarboxylase	15q26.1	15	NC_000015.10	90083045	90102468	minus	12	147650	
9606	Homo sapiens	3181	0	live	HNRNPA2B1	HNRNPA2, HNRNPB1, HNRPA2, HNRPA2B1, HNRPB1, IBMPFD2, OPDM2, OPMD2, RNPA2, SNRPB1	heterogeneous nuclear ribonucleoprotein A2/B1	heterogeneous nuclear ribonucleoproteins A2/B1|HNRNPA2B1/MYC fusion|epididymis secretory sperm binding protein|hnRNP A2 / hnRNP B1|nuclear ribonucleoprotein particle A2 protein	7p15.2	7	NC_000007.14	26189927	26200746	minus	13	600124	
9606	Homo sapiens	1045	0	live	CDX2	CDX-3/AS, CDX3, CDX2	caudal type homeobox 2	homeobox protein CDX-2|caudal type homeobox transcription factor 2|caudal-type homeobox protein 2|homeobox protein miniCDX2	13q12.2	13	NC_000013.11	27960918	27969315	minus	4	600297	
9606	Homo sapiens	1020	0	live	CDK5	LIS7, PSSALRE	cyclin dependent kinase 5	cyclin-dependent kinase 5|TPKII catalytic subunit|cell division protein kinase 5|cyclin-dependent-like kinase 5|epididymis secretory sperm binding protein|protein kinase CDK5 splicing|serine/threonine-protein kinase PSSALRE|tau protein kinase II catalytic subunit	7q36.1	7	NC_000007.14	151053815	151057897	minus	12	123831	
9606	Homo sapiens	1586	0	live	CYP17A1	CPT7, CYP17, P450C17, S17AH	cytochrome P450 family 17 subfamily A member 1	steroid 17-alpha-hydroxylase/17,20 lyase|17-alpha-hydroxyprogesterone aldolase|CYPXVII|cytochrome P450 17A1|cytochrome P450, family 17, subfamily A, polypeptide 1|cytochrome P450, subfamily XVII (steroid 17-alpha-hydroxylase), adrenal hyperplasia|cytochrome P450-C17|cytochrome P450c17|cytochrome p450 XVIIA1|steroid 17-alpha-monooxygenase	10q24.32	10	NC_000010.11	102830531	102837413	minus	8	609300	
9606	Homo sapiens	652	0	live	BMP4	BMP2B, BMP2B1, MCOPS6, OFC11, ZYME	bone morphogenetic protein 4	bone morphogenetic protein 4|bone morphogenetic protein 2B	14q22.2	14	NC_000014.9	53949736	53956891	minus	6	112262	
9606	Homo sapiens	406881	0	live	MIRLET7A1	LET7A1, MIRNLET7A1, let-7a-1	microRNA let-7a-1	hsa-let-7a-1	9q22.32	9	NC_000009.12	94175957	94176036	plus	1	605386	
9606	Homo sapiens	2539	0	live	G6PD	CNSHA11, G6PD	glucose-6-phosphate dehydrogenase	glucose-6-phosphate 1-dehydrogenase|epididymis secretory sperm binding protein	Xq28	X	NC_000023.11	154531390	154547569	minus	14	305900	
9606	Homo sapiens	285761	0	live	DCBLD1	dJ94G16.1	discoidin, CUB and LCCL domain containing 1	discoidin, CUB and LCCL domain-containing protein 1	6q22.1	6	NC_000006.12	117482674	117569858	plus	17		
9606	Homo sapiens	6624	0	live	FSCN1	HSN, SNL, p55	fascin actin-bundling protein 1	fascin|55 kDa actin-bundling protein|epididymis secretory sperm binding protein|fascin homolog 1, actin-bundling protein|singed-like (fascin homolog, sea urchin)	7p22.1	7	NC_000007.14	5592816	5606655	plus	5	602689	
9606	Homo sapiens	729230	0	live	CCR2	CC-CKR-2, CCR-2A, CCR2B, CD192, CKR2, CKR2A, CKR2B, CMKBR2, MCP-1-R, PCLUD, CCR2	C-C motif chemokine receptor 2	C-C chemokine receptor type 2|MCP-1 receptor|chemokine (C-C motif) receptor 2|monocyte chemoattractant protein 1 receptor|monocyte chemotactic protein 1 receptor	3p21.31	3	NC_000003.12	46354111	46360940	plus	2	601267	
9606	Homo sapiens	4613	0	live	MYCN	FGLDS1, MODED, MPAPAsORF, MYCNsPEP, N-myc, NMYC, ODED, bHLHe37, MYCN	MYCN proto-oncogene, bHLH transcription factor	N-myc proto-oncogene protein|class E basic helix-loop-helix protein 37|neuroblastoma MYC oncogene|neuroblastoma-derived v-myc avian myelocytomatosis viral related oncogene|oncogene NMYC|v-myc avian myelocytomatosis viral oncogene neuroblastoma derived homolog	2p24.3	2	NC_000002.12	15940550	15947004	plus	3	164840	
9606	Homo sapiens	4915	0	live	NTRK2	DEE58, EIEE58, GP145-TrkB, OBHD, TRKB, trk-B	neurotrophic receptor tyrosine kinase 2	BDNF/NT-3 growth factors receptor|BDNF-tropomyosine receptor kinase B|neurotrophic tyrosine kinase receptor type 2|tropomyosin-related kinase B|tyrosine kinase receptor B	9q21.33	9	NC_000009.12	84668522	85027054	plus	28	600456	
9606	Homo sapiens	407015	0	live	MIR26A1	MIR26A, MIRN26A1, mir-26a-1	microRNA 26a-1	hsa-mir-26a-1	3p22.2	3	NC_000003.12	37969404	37969480	plus	1	612151	
9606	Homo sapiens	1050	0	live	CEBPA	C/EBP-alpha, CEBP	CCAAT enhancer binding protein alpha	CCAAT/enhancer-binding protein alpha|CCAAT/enhancer binding protein (C/EBP), alpha	19q13.11	19	NC_000019.10	33299934	33302534	minus	1	116897	
9606	Homo sapiens	867	0	live	CBL	C-CBL2, FRA11B, NSLL, RNF55, CBL	Cbl proto-oncogene	E3 ubiquitin-protein ligase CBL|Cas-Br-M (murine) ecotropic retroviral transforming sequence|Cbl proto-oncogene, E3 ubiquitin protein ligase|RING finger protein 55|RING-type E3 ubiquitin transferase CBL|casitas B-lineage lymphoma proto-oncogene|fragile site, folic acid type, rare, fra(11)(q23.3)|oncogene CBL2|proto-oncogene c-Cbl|signal transduction protein CBL	11q23.3	11	NC_000011.10	119206339	119308149	plus	16	165360	
9606	Homo sapiens	340061	0	live	STING1	ERIS, MITA, MPYS, NET23, SAVI, STING, STING-beta, TMEM173, hMITA, hSTING	stimulator of interferon response cGAMP interactor 1	stimulator of interferon genes protein|N-terminal methionine-proline-tyrosine-serine plasma membrane tetraspanner|endoplasmic reticulum IFN stimulator|endoplasmic reticulum interferon stimulator|mitochondrial mediator of IRF3 activation|stimulator of interferon protein|stimulator of interferon response cGAMP interactor-deltaC|stimulator of interferon response cGAMP interactor-deltaN|sting 1|transmembrane protein 173	5q31.2	5	NC_000005.10	139475533	139482758	minus	8	612374	
9606	Homo sapiens	5478	0	live	PPIA	CYPA, CYPH, HEL-S-69p	peptidylprolyl isomerase A	peptidyl-prolyl cis-trans isomerase A|PPIase A|T cell cyclophilin|cyclosporin A-binding protein|epididymis secretory sperm binding protein Li 69p|peptidylprolyl isomerase A (cyclophilin A)|rotamase A	7p13	7	NC_000007.14	44796681	44803117	plus	7	123840	
9606	Homo sapiens	406907	0	live	MIR124-1	MIR124A, MIR124A1, MIRN124-1, MIRN124A1, mir-124-1	microRNA 124-1	hsa-mir-124-1|hsa-mir-124a-1|microRNA 124a-1	8p23.1	8	NC_000008.11	9903388	9903472	minus	1	609327	
9606	Homo sapiens	7415	0	live	VCP	CDC48, FTDALS6, TERA, p97	valosin containing protein	transitional endoplasmic reticulum ATPase|15S Mg(2+)-ATPase p97 subunit|TER ATPase	9p13.3	9	NC_000009.12	35056064	35072625	minus	17	601023	
9606	Homo sapiens	7078	0	live	TIMP3	HSMRK222, K222, K222TA2, SFD	TIMP metallopeptidase inhibitor 3	metalloproteinase inhibitor 3|MIG-5 protein|TIMP-3|protein MIG-5|tissue inhibitor of metalloproteinases 3	22q12.3	22	NC_000022.11	32801705	32863041	plus	5	188826	
9606	Homo sapiens	3556	0	live	IL1RAP	C3orf13, IL-1RAcP, IL1R3	interleukin 1 receptor accessory protein	interleukin-1 receptor accessory protein|IL-1 receptor accessory protein|interleukin-1 receptor 3|interleukin-1 receptor accessory protein beta	3q28	3	NC_000003.12	190514085	190659750	plus	17	602626	
9606	Homo sapiens	494324	0	live	MIR375	MIRN375, hsa-mir-375, miRNA375, mir-375	microRNA 375		2q35	2	NC_000002.12	219001645	219001708	minus	1	611173	
9606	Homo sapiens	5610	0	live	EIF2AK2	PKR, PPP1R83, PRKR	eukaryotic translation initiation factor 2 alpha kinase 2	interferon-induced, double-stranded RNA-activated protein kinase|P1/eIF-2A protein kinase|double stranded RNA activated protein kinase|eIF-2A protein kinase 2|interferon-inducible elF2alpha kinase|p68 kinase|protein kinase R|protein kinase RNA-regulated|protein kinase, interferon-inducible double stranded RNA dependent|protein phosphatase 1, regulatory subunit 83|tyrosine-protein kinase EIF2AK2	2p22.2	2	NC_000002.12	37099210	37156980	minus	17	176871	
9606	Homo sapiens	5156	0	live	PDGFRA	CD140A, PDGFR-2, PDGFR2	platelet derived growth factor receptor alpha	platelet-derived growth factor receptor alpha|CD140 antigen-like family member A|CD140a antigen|PDGF-R-alpha|alpha-type platelet-derived growth factor receptor|platelet-derived growth factor receptor 2|platelet-derived growth factor receptor, alpha polypeptide	4q12	4	NC_000004.12	54229293	54298245	plus	30	173490	
9606	Homo sapiens	6778	0	live	STAT6	D12S1644, HIES6, IL-4-STATB, STAT6C, STAT6	signal transducer and activator of transcription 6	signal transducer and activator of transcription 6|STAT, interleukin4-induced|signal transducer and activator of transcription 6, interleukin-4 induced|transcription factor IL-4 STAT	12q13.3	12	NC_000012.12	57095408	57111362	minus	23	601512	
9606	Homo sapiens	4792	0	live	NFKBIA	EDAID2, IKBA, MAD-3, NFKBI	NFKB inhibitor alpha	NF-kappa-B inhibitor alpha|I-kappa-B-alpha|IkappaBalpha|ikB-alpha|major histocompatibility complex enhancer-binding protein MAD3|nuclear factor of kappa light chain gene enhancer in B-cells|nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	14q13.2	14	NC_000014.9	35401513	35404749	minus	6	164008	
9606	Homo sapiens	7133	0	live	TNFRSF1B	CD120b, TBPII, TNF-R-II, TNF-R75, TNFBR, TNFR1B, TNFR2, TNFR80, p75, p75TNFR	TNF receptor superfamily member 1B	tumor necrosis factor receptor superfamily member 1B|TNF-R2|TNF-RII|p75 TNF receptor|p80 TNF-alpha receptor|tumor necrosis factor beta receptor|tumor necrosis factor binding protein 2|tumor necrosis factor receptor 2|tumor necrosis factor receptor type II	1p36.22	1	NC_000001.11	12166991	12209220	plus	13	191191	
9606	Homo sapiens	100133941	0	live	CD24	CD24A	CD24 molecule	signal transducer CD24|CD24 antigen (small cell lung carcinoma cluster 4 antigen)	6q21	6	NC_000006.12	106969831	106976855	minus	5	600074	
9606	Homo sapiens	2149	0	live	F2R	CF2R, HTR, PAR-1, PAR1, TR	coagulation factor II thrombin receptor	proteinase-activated receptor 1|protease-activated receptor 1	5q13.3	5	NC_000005.10	76716126	76735770	plus	3	187930	
9606	Homo sapiens	407007	0	live	MIR222	MIRN222, miRNA222, mir-222	microRNA 222	hsa-mir-222	Xp11.3	X	NC_000023.11	45747015	45747124	minus	1	300569	
9606	Homo sapiens	7249	0	live	TSC2	LAM, PPP1R160, TSC4	TSC complex subunit 2	tuberin|protein phosphatase 1, regulatory subunit 160|tuberous sclerosis 2 protein	16p13.3	16	NC_000016.10	2047985	2089491	plus	45	191092	
9606	Homo sapiens	6285	0	live	S100B	NEF, S100, S100-B, S100beta	S100 calcium binding protein B	protein S100-B|S-100 calcium-binding protein, beta chain|S-100 protein subunit beta|S100 calcium-binding protein, beta (neural)	21q22.3	21	NC_000021.9	46598604	46605082	minus	3	176990	
9606	Homo sapiens	3716	0	live	JAK1	AIIDEA, JAK1B, JTK3, JAK1	Janus kinase 1	tyrosine-protein kinase JAK1	1p31.3	1	NC_000001.11	64833229	65067746	minus	30	147795	
9606	Homo sapiens	5467	0	live	PPARD	FAAR, NR1C2, NUC1, NUCI, NUCII, PPARB	peroxisome proliferator activated receptor delta	peroxisome proliferator-activated receptor delta|PPAR-beta|PPAR-delta|PPARD/MYO1D fusion|nuclear hormone receptor 1|nuclear receptor subfamily 1 group C member 2|peroxisome proliferator-activated receptor beta	6p21.31	6	NC_000006.12	35342558	35428178	plus	18	600409	
9606	Homo sapiens	2885	0	live	GRB2	ASH, EGFRBP-GRB2, Grb3-3, MST084, MSTP084, NCKAP2	growth factor receptor bound protein 2	growth factor receptor-bound protein 2|HT027|SH2/SH3 adapter GRB2|abundant SRC homology|epidermal growth factor receptor-binding protein GRB2|epididymis secretory sperm binding protein|growth factor receptor-bound protein 3|protein Ash	17q25.1	17	NC_000017.11	75318076	75405678	minus	6	108355	
9606	Homo sapiens	10397	0	live	NDRG1	CAP43, CMT4D, DRG-1, DRG1, GC4, HMSNL, NDR1, NMSL, PROXY1, RIT42, RTP, TARG1, TDD5	N-myc downstream regulated 1	protein NDRG1|N-myc downstream-regulated gene 1 protein|differentiation-related gene 1 protein|nickel-specific induction protein Cap43|protein regulated by oxygen-1|reducing agents and tunicamycin-responsive protein	8q24.22	8	NC_000008.11	133237175	133297252	minus	17	605262	
9606	Homo sapiens	103	0	live	ADAR	ADAR1, AGS6, DRADA, DSH, DSRAD, G1P1, IFI-4, IFI4, K88DSRBP, P136	adenosine deaminase RNA specific	double-stranded RNA-specific adenosine deaminase|136 kDa double-stranded RNA-binding protein|adenosine deaminase acting on RNA 1-A|dsRNA adenosine deaminase|dsRNA adeonosine deaminase|interferon-induced protein 4|interferon-inducible protein 4	1q21.3	1	NC_000001.11	154582057	154627997	minus	20	146920	
9606	Homo sapiens	961	0	live	CD47	IAP, MER6, OA3	CD47 molecule	leukocyte surface antigen CD47|CD47 antigen (Rh-related antigen, integrin-associated signal transducer)|CD47 glycoprotein|Rh-related antigen|antigen identified by monoclonal antibody 1D8|antigenic surface determinant protein OA3|integrin associated protein|integrin-associated signal transducer	3q13.12	3	NC_000003.12	108043091	108091031	minus	13	601028	
9606	Homo sapiens	406933	0	live	MIR141	MIRN141, mir-141	microRNA 141	hsa-mir-141	12p13.31	12	NC_000012.12	6964097	6964191	plus	1	612093	
9606	Homo sapiens	9839	0	live	ZEB2	HSPC082, SIP-1, SIP1, SMADIP1, ZFHX1B	zinc finger E-box binding homeobox 2	zinc finger E-box-binding homeobox 2|SMAD interacting protein 1|Smad-interacting protein 1|zinc finger homeobox 1b	2q22.3	2	NC_000002.12	144384081	144520119	minus	11	605802	
9606	Homo sapiens	5228	0	live	PGF	D12S1900L, PIGF, PLGF, PlGF-2, SHGC-10760, PGF	placental growth factor	placenta growth factor|placental growth factor, vascular endothelial growth factor-related protein	14q24.3	14	NC_000014.9	74941830	74955764	minus	7	601121	
9606	Homo sapiens	3371	0	live	TNC	150-225, DFNA56, GMEM, GP, HXB, JI, TN, TN-C	tenascin C	tenascin|GP 150-225|cytotactin|deafness, autosomal dominant 56|glioma-associated-extracellular matrix antigen|hexabrachion (tenascin)|myotendinous antigen|neuronectin|tenascin-C additional domain 1	9q33.1	9	NC_000009.12	115019575	115118157	minus	32	187380	
9606	Homo sapiens	5566	0	live	PRKACA	CAFD1, PKACA, PPNAD4	protein kinase cAMP-activated catalytic subunit alpha	cAMP-dependent protein kinase catalytic subunit alpha|PKA C-alpha|protein kinase A catalytic subunit|protein kinase, cAMP-dependent, alpha catalytic subunit|protein kinase, cAMP-dependent, catalytic, alpha	19p13.12	19	NC_000019.10	14091688	14117762	minus	12	601639	
9606	Homo sapiens	1113	0	live	CHGA	CGA, PHE5, PHES	chromogranin A	chromogranin-A|SP-I|betagranin (N-terminal fragment of chromogranin A)|catestatin|chromofungin|parathyroid secretory protein 1|pituitary secretory protein I	14q32.12	14	NC_000014.9	92922664	92935285	plus	9	118910	
9606	Homo sapiens	4684	0	live	NCAM1	CD56, MSK39, NCAM	neural cell adhesion molecule 1	neural cell adhesion molecule 1|antigen recognized by monoclonal antibody 5.1H11|neural cell adhesion molecule, NCAM	11q23.2	11	NC_000011.10	112961420	113278436	plus	26	116930	
9606	Homo sapiens	6401	0	live	SELE	CD62E, ELAM, ELAM1, ESEL, LECAM2, selectin-e	selectin E	E-selectin|CD62 antigen-like family member E|ELAM-1|endothelial adhesion molecule 1|endothelial leukocyte adhesion molecule 1|leukocyte endothelial cell adhesion molecule 2	1q24.2	1	NC_000001.11	169722640	169734079	minus	14	131210	
9606	Homo sapiens	6256	0	live	RXRA	NR2B1, RXR-alpha, RXRalpha	retinoid X receptor alpha	retinoic acid receptor RXR-alpha|nuclear receptor subfamily 2 group B member 1|retinoid X nuclear receptor alpha	9q34.2	9	NC_000009.12	134326455	134440585	plus	12	180245	
9606	Homo sapiens	540	0	live	ATP7B	PWD, WC1, WD, WND	ATPase copper transporting beta	copper-transporting ATPase 2|ATPase, Cu(2+)- transporting, beta polypeptide|ATPase, Cu++ transporting, beta polypeptide|Wilson disease-associated protein|copper pump 2|copper-transporting protein ATP7B	13q14.3	13	NC_000013.11	51932669	52012132	minus	26	606882	
9606	Homo sapiens	406996	0	live	MIR214	MIRN214, miRNA214, mir-214	microRNA 214	hsa-mir-214	1q24.3	1	NC_000001.11	172138798	172138907	minus	1	610721	
9606	Homo sapiens	29110	0	live	TBK1	AIARV, FTDALS4, IIAE8, NAK, T2K	TANK binding kinase 1	serine/threonine-protein kinase TBK1|NF-kB-activating kinase|NF-kappa-B-activating kinase	12q14.2	12	NC_000012.12	64452120	64502114	plus	22	604834	
9606	Homo sapiens	8651	0	live	SOCS1	AISIMD, CIS1, CISH1, JAB, SOCS-1, SSI-1, SSI1, TIP-3, TIP3	suppressor of cytokine signaling 1	suppressor of cytokine signaling 1|JAK binding protein|STAT induced SH3 protein 1|STAT-induced STAT inhibitor 1|Tec-interacting protein 3|cytokine-inducible SH2 protein 1	16p13.13	16	NC_000016.10	11254417	11256204	minus	2	603597	
9606	Homo sapiens	23586	0	live	RIGI	DDX58, RIG-I, RIG1, RLR-1, SGMRT2	RNA sensor RIG-I	antiviral innate immune response receptor RIG-I|ATP-dependent RNA helicase DDX58|DEAD (Asp-Glu-Ala-Asp) box polypeptide 58|DEAD box protein 58|DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide|DExD/H-box helicase 58|RNA helicase RIG-I|probable ATP-dependent RNA helicase DDX58|retinoic acid-inducible gene 1 protein|retinoic acid-inducible gene I protein	9p21.1	9	NC_000009.12	32455302	32526196	minus	18	609631	
9606	Homo sapiens	406973	0	live	MIR196A2	MIRN196-2, MIRN196A2, mir-196a-2	microRNA 196a-2	hsa-mir-196-2|hsa-mir-196a-2|microRNA 196-2	12q13.13	12	NC_000012.12	53991738	53991847	plus	1	609687	
9606	Homo sapiens	1051	0	live	CEBPB	C/EBP-beta, IL6DBP, NF-IL6, TCF5	CCAAT enhancer binding protein beta	CCAAT/enhancer-binding protein beta|CCAAT/enhancer binding protein (C/EBP), beta|interleukin 6-dependent DNA-binding protein|nuclear factor NF-IL6|nuclear factor of interleukin 6|transcription factor 5|transcription factor C/EBP beta	20q13.13	20	NC_000020.11	50190583	50192690	plus	1	189965	
9606	Homo sapiens	406950	0	live	MIR16-1	MIRN16-1, miRNA16-1, mir-16-1	microRNA 16-1	hsa-mir-16-1	13q14.2	13	NC_000013.11	50048973	50049061	minus	1	609704	
9606	Homo sapiens	406936	0	live	MIR144	MIRN144, mir-144	microRNA 144	hsa-mir-144	17q11.2	17	NC_000017.11	28861533	28861618	minus	1	612070	
9606	Homo sapiens	1139	0	live	CHRNA7	CHRNA7-2, NACHRA7, a7nAChR, nAChR7	cholinergic receptor nicotinic alpha 7 subunit	neuronal acetylcholine receptor subunit alpha-7|a7 nicotinic acetylcholine receptor|alpha 7 neuronal nicotinic acetylcholine receptor|alpha-7 nicotinic cholinergic receptor subunit|cholinergic receptor, nicotinic alpha 7|cholinergic receptor, nicotinic, alpha 7 (neuronal)|cholinergic receptor, nicotinic, alpha polypeptide 7|neuronal acetylcholine receptor protein, alpha-7 chain|nicotinic acetylcholine receptor subunit alpha-7	15q13.3	15	NC_000015.10	32030483	32173018	plus	13	118511	
9606	Homo sapiens	4049	0	live	LTA	LT, TNFB, TNFSF1, TNLG1E	lymphotoxin alpha	lymphotoxin-alpha|LT-alpha|TNF superfamily, member 1|TNF-beta|tumor necrosis factor beta|tumor necrosis factor ligand 1E|tumor necrosis factor ligand superfamily member 1	6p21.33	6	NC_000006.12	31560610	31574324	plus	6	153440	
9606	Homo sapiens	3925	0	live	STMN1	C1orf215, LAP18, Lag, OP18, PP17, PP19, PR22, SMN	stathmin 1	stathmin|leukemia-associated phosphoprotein p18|metablastin|oncoprotein 18|phosphoprotein 19|phosphoprotein p19|prosolin|stathmin 1/oncoprotein 18|testicular tissue protein Li 189|transmembrane protein C1orf215	1p36.11	1	NC_000001.11	25884179	25906880	minus	8	151442	
9606	Homo sapiens	7412	0	live	VCAM1	CD106, INCAM-100	vascular cell adhesion molecule 1	vascular cell adhesion protein 1|CD106 antigen	1p21.2	1	NC_000001.11	100719742	100739045	plus	9	192225	
